Total population,year,population
Curaçao,1995,143886.0
Sint Maarten (Dutch part),1995,30631.0
St. Martin (French part),1995,
Antarctica,1995,
Bouvet Island,1995,
British Indian Ocean Territory,1995,
Clipperton,1995,
French Southern and Antarctic Lands,1995,
Gaza Strip,1995,
Heard and McDonald Islands,1995,
Northern Marianas,1995,
South Georgia and the South Sandwich Islands,1995,
US Minor Outlying Islands,1995,
Virgin Islands,1995,
West Bank,1995,
Abkhazia,1996,
Afghanistan,1996,17481800.0
Akrotiri and Dhekelia,1996,14737.0
Albania,1996,3092034.0
Algeria,1996,29411839.0
American Samoa,1996,53926.0
Andorra,1996,64291.0
Angola,1996,13424813.0
Anguilla,1996,10063.0
Antigua and Barbuda,1996,70245.0
Argentina,1996,35419683.0
Armenia,1996,3173425.0
Aruba,1996,83195.0
Australia,1996,18318340.0
Austria,1996,8000453.0
Azerbaijan,1996,7852287.0
Bahamas,1996,283792.0
Bahrain,1996,579855.0
Bangladesh,1996,120987124.0
Barbados,1996,265940.0
Belarus,1996,10126941.0
Belgium,1996,10185077.0
Belize,1996,213674.0
Benin,1996,6176318.0
Bermuda,1996,62989.0
Bhutan,1996,512377.0
Bolivia,1996,7717445.0
Bosnia and Herzegovina,1996,3810649.0
Botswana,1996,1611827.0
Brazil,1996,165303155.0
British Virgin Islands,1996,18834.0
Brunei,1996,302449.0
Bulgaria,1996,8274662.0
Burkina Faso,1996,10372809.0
Burundi,1996,6333415.0
Cambodia,1996,11022162.0
Cameroon,1996,14317191.0
Canada,1996,29590952.0
Cape Verde,1996,399508.0
Cayman Islands,1996,33535.0
Central African Republic,1996,3417163.0
Chad,1996,7242018.0
Channel Islands,1996,144832.0
Chile,1996,14396020.0
China,1996,1238234851.0
Christmas Island,1996,2234.0
Cocos Island,1996,602.0
Colombia,1996,38049040.0
Comoros,1996,492979.0
"Congo, Dem. Rep.",1996,43424997.0
"Congo, Rep.",1996,2795903.0
Cook Is,1996,18244.0
Costa Rica,1996,3596733.0
Cote d'Ivoire,1996,14852193.0
Croatia,1996,4574853.0
Cuba,1996,10955372.0
Cyprus,1996,873246.0
Czech Republic,1996,10326682.0
Czechoslovakia,1996,15684716.0
Denmark,1996,5254383.0
Djibouti,1996,673202.0
Dominica,1996,71146.0
Dominican Republic,1996,8029114.0
East Germany,1996,16048122.0
Ecuador,1996,11683480.0
Egypt,1996,63595629.0
El Salvador,1996,5643363.0
Equatorial Guinea,1996,463844.0
Eritrea,1996,3202598.0
Eritrea and Ethiopia,1996,62205551.0
Estonia,1996,1417786.0
Ethiopia,1996,59076414.0
Faeroe Islands,1996,44081.0
Falkland Is (Malvinas),1996,2541.0
Fiji,1996,784479.0
Finland,1996,5126021.0
France,1996,58443318.0
French Guiana,1996,141776.0
French Polynesia,1996,219282.0
Gabon,1996,1114879.0
Gambia,1996,1095839.0
Georgia,1996,4989723.0
Germany,1996,81870772.0
Ghana,1996,17169214.0
Gibraltar,1996,27284.0
Greece,1996,10725634.0
Greenland,1996,55832.0
Grenada,1996,100796.0
Guadeloupe,1996,412324.0
Guam,1996,148060.0
Guatemala,1996,10612300.0
Guernsey,1996,62954.0
Guinea,1996,8124799.0
Guinea-Bissau,1996,1207006.0
Guyana,1996,730193.0
Haiti,1996,7965548.0
Holy See,1996,782.0
Honduras,1996,5724587.0
"Hong Kong, China",1996,6267295.0
Hungary,1996,10334876.0
Iceland,1996,270089.0
India,1996,979290432.0
Indonesia,1996,199926615.0
Iran,1996,61306632.0
Iraq,1996,20855408.0
Ireland,1996,3673553.0
Isle of Man,1996,72899.0
Israel,1996,5486219.0
Italy,1996,57091906.0
Jamaica,1996,2512340.0
Japan,1996,124794817.0
Jersey,1996,86856.0
Jordan,1996,4448113.0
Kazakhstan,1996,15704673.0
Kenya,1996,28116027.0
Kiribati,1996,78907.0
North Korea,1996,22016510.0
South Korea,1996,44967346.0
United Korea (former),1996,67321304.0
Kosovo,1996,2611087.0
Kuwait,1996,1637906.0
Kyrgyz Republic,1996,4656894.0
Lao,1996,4966303.0
Latvia,1996,2458305.0
Lebanon,1996,3070974.0
Lesotho,1996,1779201.0
Liberia,1996,2197801.0
Libya,1996,4970391.0
Liechtenstein,1996,31327.0
Lithuania,1996,3602164.0
Luxembourg,1996,414000.0
"Macao, China",1996,405231.0
"Macedonia, FYR",1996,1958303.0
Madagascar,1996,13882646.0
Malawi,1996,10006767.0
Malaysia,1996,21260881.0
Maldives,1996,259668.0
Mali,1996,9901045.0
Malta,1996,375610.0
Marshall Islands,1996,51397.0
Martinique,1996,371924.0
Mauritania,1996,2403779.0
Mauritius,1996,1141949.0
Mayotte,1996,128756.0
Mexico,1996,96181710.0
"Micronesia, Fed. Sts.",1996,108342.0
Moldova,1996,4314693.0
Monaco,1996,30971.0
Mongolia,1996,2316571.0
Montenegro,1996,619696.0
Montserrat,1996,9375.0
Morocco,1996,27556892.0
Mozambique,1996,16410777.0
Myanmar,1996,45290888.0
Namibia,1996,1705349.0
Nauru,1996,10033.0
Nepal,1996,21902534.0
Netherlands,1996,15546647.0
Netherlands Antilles,1996,188037.0
New Caledonia,1996,193471.0
New Zealand,1996,3717239.0
Ngorno-Karabakh,1996,
Nicaragua,1996,4700777.0
Niger,1996,9701730.0
Nigeria,1996,111164651.0
Niue,1996,2122.0
Norfolk Island,1996,1798.0
Northern Cyprus,1996,
Northern Mariana Islands,1996,60248.0
Norway,1996,4385951.0
Oman,1996,2219768.0
Pakistan,1996,125697651.0
Palau,1996,17695.0
Panama,1996,2794845.0
Papua New Guinea,1996,4840311.0
Paraguay,1996,4870695.0
Peru,1996,24441076.0
Philippines,1996,71437381.0
Pitcairn,1996,60.0
Poland,1996,38599825.0
Portugal,1996,10119985.0
Puerto Rico,1996,3719446.0
Qatar,1996,511864.0
Reunion,1996,686461.0
Romania,1996,22804526.0
Russia,1996,148078355.0
Rwanda,1996,6097688.0
St. Barthélemy,1996,6187.0
St. Helena,1996,5264.0
St. Kitts and Nevis,1996,43391.0
St. Lucia,1996,148962.0
St. Martin,1996,26360.0
St. Vincent and the Grenadines,1996,108078.0
St.-Pierre-et-Miquelon,1996,6296.0
Samoa,1996,171276.0
San Marino,1996,26201.0
Sao Tome and Principe,1996,127946.0
Saudi Arabia,1996,19331311.0
Senegal,1996,8939438.0
Serbia,1996,9851958.0
Serbia and Montenegro,1996,10962525.0
Serbia excluding Kosovo,1996,7616329.0
Seychelles,1996,77678.0
Sierra Leone,1996,3833053.0
Singapore,1996,3570080.0
Slovak Republic,1996,5372115.0
Slovenia,1996,1989042.0
Solomon Islands,1996,369438.0
Somalia,1996,6480888.0
Somaliland,1996,
South Africa,1996,42210216.0
South Ossetia,1996,
Spain,1996,39878881.0
Sri Lanka,1996,18373530.0
Sudan,1996,25466387.0
Suriname,1996,453653.0
Svalbard,1996,2859.0
Swaziland,1996,984506.0
Sweden,1996,8849420.0
Switzerland,1996,7059633.0
Syria,1996,14736209.0
Taiwan,1996,21462333.0
Tajikistan,1996,5862224.0
Tanzania,1996,30733937.0
Thailand,1996,59878955.0
Timor-Leste,1996,859496.0
Togo,1996,4392941.0
Tokelau,1996,1529.0
Tonga,1996,96174.0
Transnistria,1996,
Trinidad and Tobago,1996,1258365.0
Tunisia,1996,9256036.0
Turkey,1996,59451488.0
Turkmenistan,1996,4267690.0
Turks and Caicos Islands,1996,15967.0
Tuvalu,1996,9264.0
Uganda,1996,21041468.0
Ukraine,1996,50489566.0
United Arab Emirates,1996,2467726.0
United Kingdom,1996,58079322.0
United States,1996,269483224.0
Uruguay,1996,3248039.0
USSR,1996,290850965.0
Uzbekistan,1996,23087174.0
Wallis et Futuna,1996,14221.0
Vanuatu,1996,171802.0
Venezuela,1996,22649212.0
West Bank and Gaza,1996,2742127.0
West Germany,1996,64443649.0
Western Sahara,1996,260803.0
Vietnam,1996,76375677.0
Virgin Islands (U.S.),1996,107589.0
North Yemen (former),1996,11833514.0
South Yemen (former),1996,3293851.0
Yemen,1996,15834747.0
Yugoslavia,1996,23049738.0
Zambia,1996,9502346.0
Zimbabwe,1996,11877664.0
Åland,1996,25301.0
South Sudan,1996,5584223.0
Curaçao,1996,141981.0
Sint Maarten (Dutch part),1996,30855.0
St. Martin (French part),1996,
Antarctica,1996,
Bouvet Island,1996,
British Indian Ocean Territory,1996,
Clipperton,1996,
French Southern and Antarctic Lands,1996,
Gaza Strip,1996,
Heard and McDonald Islands,1996,
Northern Marianas,1996,
South Georgia and the South Sandwich Islands,1996,
US Minor Outlying Islands,1996,
Virgin Islands,1996,
West Bank,1996,
Abkhazia,1997,
Afghanistan,1997,18034130.0
Akrotiri and Dhekelia,1997,14841.0
Albania,1997,3092471.0
Algeria,1997,29887717.0
American Samoa,1997,54942.0
Andorra,1997,64147.0
Angola,1997,13801868.0
Anguilla,1997,10305.0
Antigua and Barbuda,1997,72232.0
Argentina,1997,35833965.0
Armenia,1997,3137652.0
Aruba,1997,85447.0
Australia,1997,18512971.0
Austria,1997,8015256.0
Azerbaijan,1997,7921789.0
Bahamas,1997,286968.0
Bahrain,1997,597834.0
Bangladesh,1997,123574107.0
Barbados,1997,266944.0
Belarus,1997,10091181.0
Belgium,1997,10201758.0
Belize,1997,221608.0
Benin,1997,6361301.0
Bermuda,1997,63257.0
Bhutan,1997,520917.0
Bolivia,1997,7870860.0
Bosnia and Herzegovina,1997,3779354.0
Botswana,1997,1645846.0
Brazil,1997,167893835.0
British Virgin Islands,1997,19270.0
Brunei,1997,309746.0
Bulgaria,1997,8199923.0
Burkina Faso,1997,10665781.0
Burundi,1997,6420397.0
Cambodia,1997,11338733.0
Cameroon,1997,14709961.0
Canada,1997,29871092.0
Cape Verde,1997,409805.0
Cayman Islands,1997,35596.0
Central African Republic,1997,3497910.0
Chad,1997,7494143.0
Channel Islands,1997,145709.0
Chile,1997,14594070.0
China,1997,1247259143.0
Christmas Island,1997,2298.0
Cocos Island,1997,610.0
Colombia,1997,38645409.0
Comoros,1997,506525.0
"Congo, Dem. Rep.",1997,44558347.0
"Congo, Rep.",1997,2873638.0
Cook Is,1997,18093.0
Costa Rica,1997,3682725.0
Cote d'Ivoire,1997,15296390.0
Croatia,1997,4532298.0
Cuba,1997,11000431.0
Cyprus,1997,890733.0
Czech Republic,1997,10313836.0
Czechoslovakia,1997,15683303.0
Denmark,1997,5276683.0
Djibouti,1997,685644.0
Dominica,1997,70756.0
Dominican Republic,1997,8163474.0
East Germany,1997,16075886.0
Ecuador,1997,11924991.0
Egypt,1997,64754566.0
El Salvador,1997,5692300.0
Equatorial Guinea,1997,479836.0
Eritrea,1997,3260612.0
Eritrea and Ethiopia,1997,63916669.0
Estonia,1997,1409718.0
Ethiopia,1997,60893264.0
Faeroe Islands,1997,44467.0
Falkland Is (Malvinas),1997,2641.0
Fiji,1997,792859.0
Finland,1997,5140755.0
France,1997,58652709.0
French Guiana,1997,146299.0
French Polynesia,1997,223734.0
Gabon,1997,1143838.0
Gambia,1997,1126786.0
Georgia,1997,4921287.0
Germany,1997,81993831.0
Ghana,1997,17568583.0
Gibraltar,1997,27246.0
Greece,1997,10798190.0
Greenland,1997,55876.0
Grenada,1997,101125.0
Guadeloupe,1997,416867.0
Guam,1997,150306.0
Guatemala,1997,10871786.0
Guernsey,1997,63240.0
Guinea,1997,8331366.0
Guinea-Bissau,1997,1233520.0
Guyana,1997,733854.0
Haiti,1997,8111954.0
Holy See,1997,783.0
Honduras,1997,5855946.0
"Hong Kong, China",1997,6411273.0
Hungary,1997,10311227.0
Iceland,1997,272798.0
India,1997,997817250.0
Indonesia,1997,202853850.0
Iran,1997,62426086.0
Iraq,1997,21519356.0
Ireland,1997,3706032.0
Isle of Man,1997,73817.0
Israel,1997,5630066.0
Italy,1997,57044614.0
Jamaica,1997,2535443.0
Japan,1997,125048424.0
Jersey,1997,87404.0
Jordan,1997,4545248.0
Kazakhstan,1997,15465649.0
Kenya,1997,28842245.0
Kiribati,1997,80190.0
North Korea,1997,22240826.0
South Korea,1997,45283939.0
United Korea (former),1997,67727474.0
Kosovo,1997,2640074.0
Kuwait,1997,1686256.0
Kyrgyz Republic,1997,4734761.0
Lao,1997,5068658.0
Latvia,1997,2434628.0
Lebanon,1997,3092684.0
Lesotho,1997,1801695.0
Liberia,1997,2365290.0
Libya,1997,5062160.0
Liechtenstein,1997,31842.0
Lithuania,1997,3574014.0
Luxembourg,1997,419974.0
"Macao, China",1997,412031.0
"Macedonia, FYR",1997,1969345.0
Madagascar,1997,14329239.0
Malawi,1997,10260421.0
Malaysia,1997,21808125.0
Maldives,1997,265067.0
Mali,1997,10168000.0
Malta,1997,378789.0
Marshall Islands,1997,51697.0
Martinique,1997,375657.0
Mauritania,1997,2476188.0
Mauritius,1997,1154137.0
Mayotte,1997,134210.0
Mexico,1997,97925825.0
"Micronesia, Fed. Sts.",1997,108506.0
Moldova,1997,4284931.0
Monaco,1997,31242.0
Mongolia,1997,2335694.0
Montenegro,1997,618192.0
Montserrat,1997,8217.0
Morocco,1997,27934014.0
Mozambique,1997,16872896.0
Myanmar,1997,45895991.0
Namibia,1997,1758097.0
Nauru,1997,10056.0
Nepal,1997,22395247.0
Netherlands,1997,15636131.0
Netherlands Antilles,1997,185720.0
New Caledonia,1997,197706.0
New Zealand,1997,3752102.0
Ngorno-Karabakh,1997,
Nicaragua,1997,4786641.0
Niger,1997,10058960.0
Nigeria,1997,113975055.0
Niue,1997,2069.0
Norfolk Island,1997,1823.0
Northern Cyprus,1997,
Northern Mariana Islands,1997,62939.0
Norway,1997,4412958.0
Oman,1997,2227596.0
Pakistan,1997,128845692.0
Palau,1997,18123.0
Panama,1997,2852739.0
Papua New Guinea,1997,4969116.0
Paraguay,1997,4980346.0
Peru,1997,24827409.0
Philippines,1997,73042605.0
Pitcairn,1997,60.0
Poland,1997,38583109.0
Portugal,1997,10159662.0
Puerto Rico,1997,3746634.0
Qatar,1997,528213.0
Reunion,1997,699299.0
Romania,1997,22633398.0
Russia,1997,147772805.0
Rwanda,1997,6506118.0
St. Barthélemy,1997,6402.0
St. Helena,1997,5255.0
St. Kitts and Nevis,1997,43885.0
St. Lucia,1997,150994.0
St. Martin,1997,26599.0
St. Vincent and the Grenadines,1997,108001.0
St.-Pierre-et-Miquelon,1997,6290.0
Samoa,1997,172191.0
San Marino,1997,26503.0
Sao Tome and Principe,1997,130110.0
Saudi Arabia,1997,19809633.0
Senegal,1997,9163184.0
Serbia,1997,9775008.0
Serbia and Montenegro,1997,11009347.0
Serbia excluding Kosovo,1997,7596156.0
Seychelles,1997,78474.0
Sierra Leone,1997,3843472.0
Singapore,1997,3653151.0
Slovak Republic,1997,5378490.0
Slovenia,1997,1988077.0
Solomon Islands,1997,379859.0
Somalia,1997,6672781.0
Somaliland,1997,
South Africa,1997,42921506.0
South Ossetia,1997,
Spain,1997,39996221.0
Sri Lanka,1997,18478024.0
Sudan,1997,26149124.0
Suriname,1997,461569.0
Svalbard,1997,2756.0
Swaziland,1997,1006760.0
Sweden,1997,8859106.0
Switzerland,1997,7090176.0
Syria,1997,15151962.0
Taiwan,1997,21643667.0
Tajikistan,1997,5936780.0
Tanzania,1997,31533781.0
Thailand,1997,60544937.0
Timor-Leste,1997,853867.0
Togo,1997,4506465.0
Tokelau,1997,1548.0
Tonga,1997,96526.0
Transnistria,1997,
Trinidad and Tobago,1997,1260677.0
Tunisia,1997,9384151.0
Turkey,1997,60394104.0
Turkmenistan,1997,4335991.0
Turks and Caicos Islands,1997,16527.0
Tuvalu,1997,9298.0
Uganda,1997,21679497.0
Ukraine,1997,50096497.0
United Arab Emirates,1997,2595220.0
United Kingdom,1997,58263858.0
United States,1997,272882865.0
Uruguay,1997,3271014.0
USSR,1997,290525255.0
Uzbekistan,1997,23474760.0
Wallis et Futuna,1997,14309.0
Vanuatu,1997,175004.0
Venezuela,1997,23108003.0
West Bank and Gaza,1997,2871637.0
West Germany,1997,64555142.0
Western Sahara,1997,268445.0
Vietnam,1997,77460429.0
Virgin Islands (U.S.),1997,108002.0
North Yemen (former),1997,12245654.0
South Yemen (former),1997,3408569.0
Yemen,1997,16349809.0
Yugoslavia,1997,23123738.0
Zambia,1997,9763742.0
Zimbabwe,1997,12059858.0
Åland,1997,25419.0
South Sudan,1997,5806951.0
Curaçao,1997,139568.0
Sint Maarten (Dutch part),1997,31106.0
St. Martin (French part),1997,
Antarctica,1997,
Bouvet Island,1997,
British Indian Ocean Territory,1997,
Clipperton,1997,
French Southern and Antarctic Lands,1997,
Gaza Strip,1997,
Heard and McDonald Islands,1997,
Northern Marianas,1997,
South Georgia and the South Sandwich Islands,1997,
US Minor Outlying Islands,1997,
Virgin Islands,1997,
West Bank,1997,
Abkhazia,1998,
Afghanistan,1998,18511480.0
Akrotiri and Dhekelia,1998,14946.0
Albania,1998,3102898.0
Algeria,1998,30336880.0
American Samoa,1998,55899.0
Andorra,1998,63888.0
Angola,1998,14187710.0
Anguilla,1998,10545.0
Antigua and Barbuda,1998,74206.0
Argentina,1998,36241578.0
Armenia,1998,3112958.0
Aruba,1998,87276.0
Australia,1998,18709175.0
Austria,1998,8023166.0
Azerbaijan,1998,7984531.0
Bahamas,1998,290054.0
Bahrain,1998,618054.0
Bangladesh,1998,126169583.0
Barbados,1998,267949.0
Belarus,1998,10051298.0
Belgium,1998,10216867.0
Belize,1998,230289.0
Benin,1998,6546493.0
Bermuda,1998,63511.0
Bhutan,1998,533506.0
Bolivia,1998,8026257.0
Bosnia and Herzegovina,1998,3775898.0
Botswana,1998,1678111.0
Brazil,1998,170516482.0
British Virgin Islands,1998,19726.0
Brunei,1998,316873.0
Bulgaria,1998,8131743.0
Burkina Faso,1998,10969093.0
Burundi,1998,6511920.0
Cambodia,1998,11641509.0
Cameroon,1998,15108630.0
Canada,1998,30145148.0
Cape Verde,1998,419884.0
Cayman Islands,1998,37742.0
Central African Republic,1998,3577028.0
Chad,1998,7760157.0
Channel Islands,1998,146669.0
Chile,1998,14788609.0
China,1998,1255262566.0
Christmas Island,1998,2363.0
Cocos Island,1998,618.0
Colombia,1998,39234059.0
Comoros,1998,520180.0
"Congo, Dem. Rep.",1998,45647949.0
"Congo, Rep.",1998,2953011.0
Cook Is,1998,17915.0
Costa Rica,1998,3767369.0
Cote d'Ivoire,1998,15728482.0
Croatia,1998,4491742.0
Cuba,1998,11041893.0
Cyprus,1998,908040.0
Czech Republic,1998,10297977.0
Czechoslovakia,1998,15680359.0
Denmark,1998,5298680.0
Djibouti,1998,698256.0
Dominica,1998,70295.0
Dominican Republic,1998,8296375.0
East Germany,1998,16103699.0
Ecuador,1998,12163887.0
Egypt,1998,65922626.0
El Salvador,1998,5736075.0
Equatorial Guinea,1998,496330.0
Eritrea,1998,3337227.0
Eritrea and Ethiopia,1998,65637476.0
Estonia,1998,1406388.0
Ethiopia,1998,62707547.0
Faeroe Islands,1998,45126.0
Falkland Is (Malvinas),1998,2737.0
Fiji,1998,800314.0
Finland,1998,5153229.0
France,1998,58867465.0
French Guiana,1998,151200.0
French Polynesia,1998,228380.0
Gabon,1998,1173114.0
Gambia,1998,1159001.0
Georgia,1998,4859954.0
Germany,1998,82010184.0
Ghana,1998,17969006.0
Gibraltar,1998,27211.0
Greece,1998,10859311.0
Greenland,1998,55948.0
Grenada,1998,101302.0
Guadeloupe,1998,421653.0
Guam,1998,152275.0
Guatemala,1998,11136814.0
Guernsey,1998,63525.0
Guinea,1998,8497582.0
Guinea-Bissau,1998,1260424.0
Guyana,1998,737316.0
Haiti,1998,8258484.0
Holy See,1998,785.0
Honduras,1998,5985675.0
"Hong Kong, China",1998,6559656.0
Hungary,1998,10282937.0
Iceland,1998,275568.0
India,1998,1016402907.0
Indonesia,1998,205753493.0
Iran,1998,63616065.0
Iraq,1998,22200835.0
Ireland,1998,3743948.0
Isle of Man,1998,74853.0
Israel,1998,5764197.0
Italy,1998,57010940.0
Jamaica,1998,2558241.0
Japan,1998,125266403.0
Jersey,1998,87930.0
Jordan,1998,4621329.0
Kazakhstan,1998,15238339.0
Kenya,1998,29564614.0
Kiribati,1998,81556.0
North Korea,1998,22444986.0
South Korea,1998,45599569.0
United Korea (former),1998,68073746.0
Kosovo,1998,2647314.0
Kuwait,1998,1766247.0
Kyrgyz Republic,1998,4817608.0
Lao,1998,5165072.0
Latvia,1998,2414650.0
Lebanon,1998,3113960.0
Lesotho,1998,1821632.0
Liberia,1998,2558085.0
Libya,1998,5153764.0
Liechtenstein,1998,32357.0
Lithuania,1998,3544668.0
Luxembourg,1998,425830.0
"Macao, China",1998,418810.0
"Macedonia, FYR",1998,1984242.0
Madagascar,1998,14790245.0
Malawi,1998,10563554.0
Malaysia,1998,22358128.0
Maldives,1998,270292.0
Mali,1998,10444822.0
Malta,1998,381844.0
Marshall Islands,1998,51922.0
Martinique,1998,379667.0
Mauritania,1998,2551429.0
Mauritius,1998,1165288.0
Mayotte,1998,139582.0
Mexico,1998,99632299.0
"Micronesia, Fed. Sts.",1998,108236.0
Moldova,1998,4253280.0
Monaco,1998,31517.0
Mongolia,1998,2355588.0
Montenegro,1998,616308.0
Montserrat,1998,6936.0
Morocco,1998,28292299.0
Mozambique,1998,17317376.0
Myanmar,1998,46509586.0
Namibia,1998,1809920.0
Nauru,1998,10054.0
Nepal,1998,22866496.0
Netherlands,1998,15721627.0
Netherlands Antilles,1998,183322.0
New Caledonia,1998,201883.0
New Zealand,1998,3783516.0
Ngorno-Karabakh,1998,
Nicaragua,1998,4869627.0
Niger,1998,10432657.0
Nigeria,1998,116860691.0
Niue,1998,2012.0
Norfolk Island,1998,1874.0
Northern Cyprus,1998,
Northern Mariana Islands,1998,65374.0
Norway,1998,4440109.0
Oman,1998,2224922.0
Pakistan,1998,132013680.0
Palau,1998,18524.0
Panama,1998,2911383.0
Papua New Guinea,1998,5101633.0
Paraguay,1998,5089306.0
Peru,1998,25199744.0
Philippines,1998,74656228.0
Pitcairn,1998,59.0
Poland,1998,38550777.0
Portugal,1998,10198310.0
Puerto Rico,1998,3769718.0
Qatar,1998,548618.0
Reunion,1998,711993.0
Romania,1998,22458737.0
Russia,1998,147385440.0
Rwanda,1998,7047196.0
St. Barthélemy,1998,6624.0
St. Helena,1998,5242.0
St. Kitts and Nevis,1998,44391.0
St. Lucia,1998,153066.0
St. Martin,1998,26841.0
St. Vincent and the Grenadines,1998,107923.0
St.-Pierre-et-Miquelon,1998,6284.0
Samoa,1998,172979.0
San Marino,1998,26795.0
Sao Tome and Principe,1998,132284.0
Saudi Arabia,1998,20302193.0
Senegal,1998,9386923.0
Serbia,1998,9669648.0
Serbia and Montenegro,1998,10974638.0
Serbia excluding Kosovo,1998,7568895.0
Seychelles,1998,79213.0
Sierra Leone,1998,3878475.0
Singapore,1998,3735531.0
Slovak Republic,1998,5382521.0
Slovenia,1998,1988166.0
Solomon Islands,1998,390489.0
Somalia,1998,6904231.0
Somaliland,1998,
South Africa,1998,43584030.0
South Ossetia,1998,
Spain,1998,40151723.0
Sri Lanka,1998,18572347.0
Sudan,1998,26777059.0
Suriname,1998,469108.0
Svalbard,1998,2615.0
Swaziland,1998,1028694.0
Sweden,1998,8861204.0
Switzerland,1998,7113505.0
Syria,1998,15568797.0
Taiwan,1998,21827000.0
Tajikistan,1998,6012308.0
Tanzania,1998,32323953.0
Thailand,1998,61250974.0
Timor-Leste,1998,845106.0
Togo,1998,4624826.0
Tokelau,1998,1566.0
Tonga,1998,96937.0
Transnistria,1998,
Trinidad and Tobago,1998,1262544.0
Tunisia,1998,9499387.0
Turkey,1998,61344874.0
Turkmenistan,1998,4395293.0
Turks and Caicos Islands,1998,17114.0
Tuvalu,1998,9334.0
Uganda,1998,22336812.0
Ukraine,1998,49655175.0
United Arab Emirates,1998,2733770.0
United Kingdom,1998,58456989.0
United States,1998,276354096.0
Uruguay,1998,3292134.0
USSR,1998,290130938.0
Uzbekistan,1998,23845788.0
Wallis et Futuna,1998,14394.0
Vanuatu,1998,178074.0
Venezuela,1998,23565734.0
West Bank and Gaza,1998,3000312.0
West Germany,1998,64666828.0
Western Sahara,1998,277466.0
Vietnam,1998,78462888.0
Virgin Islands (U.S.),1998,108271.0
North Yemen (former),1998,12672148.0
South Yemen (former),1998,3527284.0
Yemen,1998,16829935.0
Yugoslavia,1998,23199235.0
Zambia,1998,10034412.0
Zimbabwe,1998,12226742.0
Åland,1998,25537.0
South Sudan,1998,6092688.0
Curaçao,1998,136895.0
Sint Maarten (Dutch part),1998,31372.0
St. Martin (French part),1998,
Antarctica,1998,
Bouvet Island,1998,
British Indian Ocean Territory,1998,
Clipperton,1998,
French Southern and Antarctic Lands,1998,
Gaza Strip,1998,
Heard and McDonald Islands,1998,
Northern Marianas,1998,
South Georgia and the South Sandwich Islands,1998,
US Minor Outlying Islands,1998,
Virgin Islands,1998,
West Bank,1998,
Abkhazia,1999,
Afghanistan,1999,19038420.0
Akrotiri and Dhekelia,1999,15051.0
Albania,1999,3114851.0
Algeria,1999,30766551.0
American Samoa,1999,56768.0
Andorra,1999,64161.0
Angola,1999,14601983.0
Anguilla,1999,10797.0
Antigua and Barbuda,1999,76041.0
Argentina,1999,36648054.0
Armenia,1999,3093820.0
Aruba,1999,89004.0
Australia,1999,18906936.0
Austria,1999,8032953.0
Azerbaijan,1999,8047997.0
Bahamas,1999,293572.0
Bahrain,1999,640904.0
Bangladesh,1999,128746273.0
Barbados,1999,268920.0
Belarus,1999,10005259.0
Belgium,1999,10237402.0
Belize,1999,239024.0
Benin,1999,6740491.0
Bermuda,1999,63768.0
Bhutan,1999,548387.0
Bolivia,1999,8182710.0
Bosnia and Herzegovina,1999,3784389.0
Botswana,1999,1708368.0
Brazil,1999,173153066.0
British Virgin Islands,1999,20186.0
Brunei,1999,323812.0
Bulgaria,1999,8066219.0
Burkina Faso,1999,11283016.0
Burundi,1999,6623707.0
Cambodia,1999,11928306.0
Cameroon,1999,15514249.0
Canada,1999,30420216.0
Cape Verde,1999,429576.0
Cayman Islands,1999,39810.0
Central African Republic,1999,3653310.0
Chad,1999,8042713.0
Channel Islands,1999,147682.0
Chile,1999,14980484.0
China,1999,1262713651.0
Christmas Island,1999,2431.0
Cocos Island,1999,627.0
Colombia,1999,39819279.0
Comoros,1999,533909.0
"Congo, Dem. Rep.",1999,46788238.0
"Congo, Rep.",1999,3031969.0
Cook Is,1999,17806.0
Costa Rica,1999,3848725.0
Cote d'Ivoire,1999,16137824.0
Croatia,1999,4456298.0
Cuba,1999,11080506.0
Cyprus,1999,925491.0
Czech Republic,1999,10280525.0
Czechoslovakia,1999,15675936.0
Denmark,1999,5319410.0
Djibouti,1999,710652.0
Dominica,1999,69902.0
Dominican Republic,1999,8429116.0
East Germany,1999,16131560.0
Ecuador,1999,12398691.0
Egypt,1999,67112877.0
El Salvador,1999,5775660.0
Equatorial Guinea,1999,513347.0
Eritrea,1999,3429656.0
Eritrea and Ethiopia,1999,67346481.0
Estonia,1999,1403821.0
Ethiopia,1999,64550161.0
Faeroe Islands,1999,45852.0
Falkland Is (Malvinas),1999,2818.0
Fiji,1999,806494.0
Finland,1999,5164780.0
France,1999,59107738.0
French Guiana,1999,156764.0
French Polynesia,1999,232956.0
Gabon,1999,1202412.0
Gambia,1999,1192920.0
Georgia,1999,4801695.0
Germany,1999,81965830.0
Ghana,1999,18384426.0
Gibraltar,1999,27233.0
Greece,1999,10910741.0
Greenland,1999,56049.0
Grenada,1999,101441.0
Guadeloupe,1999,426474.0
Guam,1999,153951.0
Guatemala,1999,11408815.0
Guernsey,1999,63804.0
Guinea,1999,8647336.0
Guinea-Bissau,1999,1287727.0
Guyana,1999,740189.0
Haiti,1999,8404396.0
Holy See,1999,786.0
Honduras,1999,6114534.0
"Hong Kong, China",1999,6689135.0
Hungary,1999,10253110.0
Iceland,1999,278376.0
India,1999,1034976626.0
